@relation '1year-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT20)-weka.filters.unsupervised.instance.RemovePercentage-P30.0-V'

@attribute Attr1 numeric
@attribute Attr2 numeric
@attribute Attr3 numeric
@attribute Attr4 numeric
@attribute Attr5 numeric
@attribute Attr6 numeric
@attribute Attr7 numeric
@attribute Attr8 numeric
@attribute Attr9 numeric
@attribute Attr10 numeric
@attribute Attr11 numeric
@attribute Attr12 numeric
@attribute Attr13 numeric
@attribute Attr14 numeric
@attribute Attr15 numeric
@attribute Attr16 numeric
@attribute Attr17 numeric
@attribute Attr18 numeric
@attribute Attr19 numeric
@attribute Attr20 numeric
@attribute Attr21 numeric
@attribute Attr22 numeric
@attribute Attr23 numeric
@attribute Attr24 numeric
@attribute Attr25 numeric
@attribute Attr26 numeric
@attribute Attr27 numeric
@attribute Attr28 numeric
@attribute Attr29 numeric
@attribute Attr30 numeric
@attribute Attr31 numeric
@attribute Attr32 numeric
@attribute Attr33 numeric
@attribute Attr34 numeric
@attribute Attr35 numeric
@attribute Attr36 numeric
@attribute Attr37 numeric
@attribute Attr38 numeric
@attribute Attr39 numeric
@attribute Attr40 numeric
@attribute Attr41 numeric
@attribute Attr42 numeric
@attribute Attr43 numeric
@attribute Attr44 numeric
@attribute Attr45 numeric
@attribute Attr46 numeric
@attribute Attr47 numeric
@attribute Attr48 numeric
@attribute Attr49 numeric
@attribute Attr50 numeric
@attribute Attr51 numeric
@attribute Attr52 numeric
@attribute Attr53 numeric
@attribute Attr54 numeric
@attribute Attr55 numeric
@attribute Attr56 numeric
@attribute Attr57 numeric
@attribute Attr58 numeric
@attribute Attr59 numeric
@attribute Attr60 numeric
@attribute Attr61 numeric
@attribute Attr62 numeric
@attribute Attr63 numeric
@attribute Attr64 numeric
@attribute class {0,1}

@data
0.14355,0.2093,0.30549,3.1177,63.468,0,0.17884,3.7777,1.0999,0.7907,0.19701,1.2397,0.22214,0.17884,312.68,1.1673,4.7777,0.17884,0.16259,51.319,1.243,0.17685,0.13051,0.28436,0.29169,0.99873,9.7299,0.55517,4.3544,0.083588,0.16903,57.46,6.3522,4.378,0.18357,1.0999,5.04,0.84925,0.16689,0.81944,0.02879,0.16078,110.02,58.701,0.92822,2.0457,61.6,0.11135,0.10124,2.1487,0.14425,0.15742,1.437,1.5434,6908,0.16689,0.18154,0.84063,0.074049,7.1124,6.218,47.87,7.6248,1.9989,0
0.16034,0.14606,0.49346,7.1407,412.25,0,0.16034,5.8467,0.8661,0.85394,0.19106,1.9952,0.19841,0.16034,310.22,1.1766,6.8467,0.16034,0.18512,45.332,1.2675,0,0.18512,0.19321,0.8363,1.1766,0,1.1579,5.0541,-0.04604,0.37028,84.8,4.3043,2.3682,0.005791,0.8661,?,0.85394,0.006686,2.3509,0.42302,0,162.21,116.88,1.4906,5.8021,113.51,-0.011509,-0.013288,3.9288,0.08036,0.23233,2.0037,2.0037,55899,0.60064,0.18776,0.44222,0,8.0518,3.1229,33.866,10.778,2.0323,0
0.15182,0.35902,0.20747,1.8225,-5.6524,0.33537,0.18973,1.7789,1.1505,0.63868,0.18973,0.75218,0.14539,0.18973,602.06,0.60625,2.7853,0.18973,0.12673,54.47,1.1797,0.19726,0.10141,0.42148,0.63868,0.50067,1.5159,0.38399,4.9225,0.23604,0.12673,70.751,5.1589,0.54942,0.19726,1.5094,2.2128,0.74546,0.13176,0.038515,0.052416,0.13176,109.71,55.243,0.67955,0.93681,62.666,0.16932,0.1131,1.2804,0.25223,0.19384,1.1821,1.3797,17354,0.13079,0.23771,0.86921,0.1672,6.701,6.6072,61.498,5.9352,2.7708,0
0.2749,0.7302,0.18135,2.1253,5.149,-0.019642,0.28082,0.36948,0.94227,0.2698,0.32211,1.7424,0.3147,0.28082,898.79,0.4061,1.3695,0.28082,0.29802,66.206,?,0.24482,0.29174,0.28082,0.25525,0.39799,5.9281,0.27582,4.1384,0.7339,0.32527,84.256,4.3321,0.95613,0.2441,0.94227,0.30156,0.83884,0.25906,0.24412,0.093422,0.25982,117.44,51.231,1.6084,1.0648,89.354,0.2291,0.24314,0.46907,0.16116,0.23084,0.41035,1.2758,2493.9,0.25906,1.0189,0.72477,2.1091,5.5131,7.1247,62.428,5.8467,1.4331,0
0.06596,0.45908,-0.01958,0.91357,-21.607,0.18521,0.084392,1.0503,1.11,0.48216,0.084392,0.37255,0.1637,0.084392,1092.1,0.33423,2.1782,0.084392,0.090035,8.2121,1.1243,0.097735,0.07037,0.23364,0.48216,0.29408,1.1574,-0.024689,5.3561,0.46532,0.090035,97.916,3.7277,0.21289,0.097735,0.9594,0.79921,0.71472,0.10427,0.12712,0.090497,0.10427,69.374,61.162,3.1277,0.82047,9.1156,0.028689,0.030607,0.45079,0.22653,0.26826,0.60798,0.90123,-4445.3,0.099111,0.1368,0.90089,0.48232,44.446,5.9678,88.212,4.1378,1.1819,0
0.026169,0.8535,-0.10403,0.87608,-64.591,-0.03376,0.036697,0.17164,1.6922,0.1465,0.052338,0.043716,0.047738,0.036697,3856.5,0.094645,1.1716,0.036697,0.021687,38.263,1.1401,0.047746,0.015465,0.052087,0.13145,0.08231,3.0527,-0.39318,4.8224,0.49544,0.030586,186.19,1.9604,1.9281,0.046536,1.6922,46.566,0.15848,0.027501,0.025099,0.30982,0.028216,154.09,115.82,0.14752,0.66476,39.345,0.003664,0.002165,0.86166,0.83945,0.51011,0.55372,0.59901,-6910.4,0.027501,0.17863,0.97856,0.081801,9.5392,3.1513,181.07,2.0158,6.3958,0
0.30863,0.065135,0.64544,10.909,145.75,0.9104,0.38288,12.775,1.2764,0.83209,0.38288,5.8782,0.24286,0.38288,56.889,6.416,15.353,0.38288,0.22251,23.033,1.0284,0.37143,0.17936,0.38288,0.83209,5.2762,2.7552,2.2301,3.9885,-0.21301,0.22251,17.636,20.697,5.7024,0.37143,1.7339,?,0.83209,0.21585,6.7079,0.005269,0.21585,58.046,35.013,2.8423,9.2421,29.4,0.3364,0.19549,10.909,0.065135,0.048316,2.875,2.875,6286.4,0.21656,0.37091,0.78344,0,15.847,10.425,13.816,26.418,5.9454,0
0.001472,0.44245,0.11607,1.3376,34.561,0.084659,0.001083,1.2602,0.5097,0.55755,0.081887,0.003149,0.035435,0.001083,8941.3,0.040822,2.2602,0.001083,0.002124,60.6,2.1639,0.017649,0.002888,0.004606,0.29843,0.041702,0.21842,0.21492,5.242,0.75643,0.037706,512.58,0.75668,0.58807,0.26485,0.5097,6.5926,0.61448,0.51962,0.1933,0.42591,0.034626,281.76,221.16,0.017397,1.0915,118.71,0.00067,0.001315,1.0395,0.34386,1.3216,1.0324,1.1378,1.3376,0.51962,0.00264,0.55371,0.1021,6.0231,1.6504,246.24,1.4823,0.94377,0
0.047553,0.9737,-0.075717,0.92224,-188.07,0.15226,0.047553,0.027013,1.032,0.026302,0.047553,0.048838,0.045325,0.047553,5272.4,0.069229,1.027,0.047553,0.031975,163.46,1.0249,0.045636,0.031975,0.15226,0.026302,0.069229,0.31668,-0.74218,4.4363,0.60147,0.031975,246.62,1.48,0.046869,0.045636,1.4991,?,0.026302,0.030686,0.082058,0.4888,0.030686,200.78,37.318,0.071398,0.23822,168.69,0.025781,0.017335,0.92224,0.9737,0.67567,0.25782,0.25782,-2067.6,0.031017,1.808,0.96898,0,2.233,9.7809,238.97,1.5274,14.578,0
0.023894,0.63622,0.27942,1.459,-23.696,-1.8899,0.035749,0.57178,2.0002,0.36378,0.055736,0.058731,0.026076,0.035749,4452.2,0.081982,1.5718,0.035749,0.017872,71.97,1.215,0.024713,0.011945,0.054879,0.11114,0.063349,1.2365,2.4971,3.7323,0.29856,0.021329,112.7,3.2386,3.0985,0.028915,2.0002,17.931,0.39131,0.014456,0.086634,0.5157,0.012355,152.44,80.468,0.060582,0.8111,73.025,0.008303,0.004151,1.3959,0.60869,0.30877,3.2511,3.4971,1508.6,0.014456,0.065682,0.98244,0.075688,5.0716,4.536,111.07,3.2861,17.876,0
0.058747,0.84597,-0.44405,0.4751,-284.37,0.037763,0.074388,0.11615,1.059,0.09826,0.074388,0.087932,0.15544,0.074388,2323.2,0.15711,1.1821,0.074388,0.086996,63.357,?,0.055312,0.068703,0.056584,0.09826,0.13862,0.68503,-0.74247,4.7384,0.86556,0.086996,382.41,0.95446,0.065383,0.055312,0.94888,?,0.09826,0.064687,0.12408,0.24433,0.064687,126.76,63.401,0.3958,0.29965,67.094,-0.003209,-0.003753,0.4751,0.84597,1.0477,0.16429,0.16429,-24311,0.055701,0.59787,0.9443,0,5.761,5.757,361.11,1.0108,1.4297,0
0.21823,0.15205,0.63071,7.3404,58.438,0,0.25439,5.5766,1.8365,0.84795,0.25485,2.5574,0.15334,0.25439,197.08,1.852,6.5766,0.25439,0.13852,73.394,1.0755,0.24898,0.11883,0.44949,0.27315,1.6142,540.58,2.3375,4.1072,0.041147,0.13877,22.444,16.263,10.639,0.21881,1.8365,12.474,0.87688,0.11914,0.80151,0.018351,0.13557,129.27,55.881,0.59095,3.628,83.321,0.22177,0.12076,4.8021,0.099474,0.061491,3.1426,3.2499,8073.8,0.11914,0.25736,0.86586,0.034119,4.9732,6.5318,19.77,18.462,6.8065,0
0.091195,0.50396,0.032398,1.0668,-5.1069,0,0.1146,0.9843,3.2449,0.49604,0.11685,0.2362,0.044972,0.1146,1260.5,0.28957,1.9843,0.1146,0.035317,8.0725,1.0475,0.1151,0.028104,0.15216,0.48771,0.24312,51.11,0.067158,3.8572,0.14166,0.036011,56.53,6.4568,6.2164,0.11211,3.2449,44.943,0.50596,0.03455,0.10079,0.11472,0.03547,52.72,44.648,1.2707,0.91886,8.3614,0.08377,0.025816,1.0271,0.48519,0.15488,1.0283,1.0488,233.18,0.03455,0.18384,0.96492,0.019998,45.215,8.1751,54.577,6.6878,6.7264,0
0.1664,0.42797,0.37726,3.0689,22.913,0.29199,0.20885,1.3022,1.1471,0.5573,0.20885,1.1453,0.13526,0.20885,578.67,0.63076,2.3366,0.20885,0.10464,46.559,1.3461,0.24262,0.083375,0.36184,0.5573,0.53157,1.3945,0.85666,4.4753,0.17669,0.10464,38.254,9.5414,0.56692,0.24262,2.0155,1.2419,0.80292,0.12157,0.49996,0.046326,0.12157,85.673,39.114,0.65362,1.6728,53.407,0.18153,0.090956,1.3076,0.18235,0.10481,1.2655,1.8232,11271,0.12822,0.29857,0.87178,0.44073,7.8395,9.3317,33.349,10.945,4.5318,0
0.09909,0.70766,0.059643,1.1082,-69.591,0.008781,0.12928,0.4131,1.8655,0.29234,0.15696,0.2345,0.09819,0.12928,1410.1,0.25884,1.4131,0.12928,0.069301,73.043,0.99283,0.14473,0.053118,0.17126,0.26736,0.21618,5.2295,0.15331,4.0588,0.35464,0.084137,118.27,3.0862,2.4044,0.16401,1.8655,1.6467,0.43665,0.087917,0.092346,0.11876,0.077582,109.58,36.535,0.26543,0.43104,80.083,0.090838,0.048694,0.86334,0.55131,0.32402,0.75142,1.1224,682.92,0.087917,0.33896,0.93164,0.49364,4.9971,9.9905,107.87,3.3837,4.7951,0
0.039922,0.49155,0.096985,1.1974,-56.728,0,0.047745,1.0344,0.66441,0.50845,0.047754,0.097199,0.075605,0.047745,3571.7,0.10219,2.0344,0.047745,0.071861,109.29,?,0.012594,0.060086,0.047745,0.046299,0.086276,1557.2,0.23551,3.9373,0.48597,0.071874,274.74,1.3286,1.3276,0.011811,0.66441,?,0.50845,0.017777,0.34436,1.0865,0.018955,230.2,120.92,0.20068,0.79245,111.26,0.010107,0.015212,1.1966,0.49121,0.7527,1.2347,1.2347,839.42,0.017776,0.078516,0.93118,0,3.3398,3.0186,269.85,1.3526,1.6134,0
0.072629,0.65692,0.051821,1.0992,-5.792,0,0.092493,0.52226,5.1088,0.34308,0.15462,0.17697,0.02393,0.092493,1961.3,0.1861,1.5223,0.092493,0.018105,8.992,1.1799,0.14542,0.014216,0.10462,0.31989,0.15587,2.3407,0.12178,4.0497,0.11263,0.021809,38.671,9.4386,7.5094,0.17579,5.1088,3.5454,0.46961,0.03441,0.16524,0.125,0.028464,34.872,25.88,0.57707,0.85834,9.3124,0.11566,0.022639,0.87449,0.52265,0.10595,0.80624,1.1036,580.98,0.03441,0.2117,0.98207,0.36881,40.592,14.103,37.34,9.775,12.006,0
0.16275,0.61729,0.15567,1.2555,-77.942,0.039981,0.21447,0.61997,2.2045,0.38271,0.32636,0.35203,0.12572,0.21447,812.94,0.44899,1.62,0.21447,0.097287,89.178,1.361,0.32545,0.073827,0.2631,0.24664,0.36521,2.9086,0.66212,3.5652,0.22619,0.12982,120.87,3.0199,2.9805,0.3647,2.2045,?,0.38271,0.16543,0.19774,0.053014,0.14763,106.7,17.519,0.30217,0.37143,106.86,0.26276,0.11919,1.2391,0.60923,0.33114,1.6278,1.6278,572.01,0.16543,0.42527,0.90334,0,4.0929,20.834,100.87,3.6185,9.3769,0
0.11993,0.43407,0.091228,1.2507,-17.667,0,0.14828,1.3038,1.2911,0.56593,0.15497,0.40747,0.16262,0.14828,754.58,0.48371,2.3038,0.14828,0.11484,40.79,1.0682,0.15205,0.09289,0.31747,0.50624,0.41842,22.702,0.16743,4.6477,0.33317,0.11963,116.22,3.1406,2.6329,0.14826,1.2911,6.0297,0.61748,0.11483,0.010755,0.067694,0.11777,127.56,86.767,0.8312,0.85419,46.082,0.090357,0.069984,1.0485,0.3639,0.31841,1.0386,1.1332,4053.6,0.11483,0.21192,0.88581,0.091091,8.9483,4.2067,102.87,3.548,2.3696,0
0.078096,0.75394,0.1767,1.238,-134.98,-0.53698,0.078096,0.32637,1.8353,0.24606,0.13904,0.10521,0.17032,0.078096,880.34,0.41461,1.3264,0.078096,0.042551,52.421,0.8767,0,0.042551,0.098371,-0.37574,0.41461,0,2.1814,3.5535,0.402,0.085102,466.75,0.782,0.76994,0.027912,1.8353,?,0.24606,0.015208,0.07943,0.10717,0,171.04,118.62,0.29628,0.88294,165.74,-0.23449,-0.12777,1.2189,0.7423,1.2788,3.0378,3.0378,632,0.68372,0.31738,0.44249,0,6.9628,3.0771,147.62,2.4725,22.658,0
0.001688,0.20861,0.23298,2.1169,-11.208,-0.11266,0.001625,2.3357,1.0161,0.48725,0.001625,0.007789,0.029139,0.001625,1356.8,0.26902,4.7937,0.001625,0.000844,50.258,1.2902,0.008188,0.000876,-0.11949,0.48725,0.26932,0.043203,0.41723,4.5167,0.10628,0.000844,40.173,9.0857,0.039252,0.008188,1.9746,?,0.48725,0.004252,0.13921,0.10941,0.004252,78.187,27.929,0.006365,0.84565,51.068,-0.046306,-0.024044,2.1169,0.20861,0.11006,0.87256,0.87256,7655.7,0.015875,0.003464,0.98412,0,7.2626,13.069,39.535,9.2322,3.4489,0
-0.079059,0.31436,0.071053,1.2613,-12.332,-0.12517,-0.067636,1.8347,0.96785,0.57675,-0.067636,-0.24877,0.008868,-0.067636,8124,0.044929,3.1811,-0.067636,-0.042464,27.252,1.1457,-0.052649,-0.049636,-0.11739,0.57675,0.008591,-0.31992,0.10814,5.291,0.19575,-0.042464,60.302,6.0529,-0.16748,-0.052649,1.6185,5.2738,0.61922,-0.033055,0.030452,0.35503,-0.033055,76.69,49.438,-0.6648,0.82394,26.376,-0.13441,-0.084387,1.0909,0.27188,0.16521,0.87777,0.94241,13887,-0.033217,-0.13708,1.0332,0.073649,13.393,7.383,62.305,5.8583,2.4241,0
0.1692,0.48629,0.17864,1.4421,147.14,0,0.1692,1.0564,1.7359,0.51371,0.19755,0.4188,0.43214,0.1692,236.61,1.5426,2.0564,0.1692,0.097476,60.136,1.5322,0.002325,0.097476,0.30278,0.50356,1.5426,0.082019,0.42805,5.6613,0.25672,0.2193,471.04,0.77489,0.64381,0.031882,1.7359,?,0.51371,0.018366,0.10591,0.027791,0.001339,113.52,53.384,0.59164,0.73429,333.42,-0.57861,-0.33333,1.1982,0.40403,1.2905,1.2309,1.2309,81908,0.81964,0.32938,0.20793,0,6.0696,6.8372,84.955,4.2964,4.1594,0
-0.03898,0.74215,-0.24596,0.48611,-85.687,-0.002812,-0.046156,0.34745,1.3964,0.25785,-0.015679,-0.096436,-0.003006,-0.046156,-64531,-0.005656,1.3474,-0.046156,-0.033053,16.088,0.99525,-0.032313,-0.027914,-0.013759,0.1023,0.004013,-1.0602,-0.32054,4.0091,0.51811,-0.014778,129.55,2.8174,1.817,0.047919,1.3964,0.69268,0.50488,0.034316,0.046235,2.5647,-0.02314,55.03,38.942,-0.63331,0.35751,16.66,-0.074271,-0.053187,0.3135,0.47862,0.35493,0.33604,0.65797,-2511.7,0.034316,-0.15117,1.0323,0.95802,22.688,9.3729,125.1,2.9176,1.8198,0
0.089577,0.098064,0.52509,6.3546,80.183,0.28584,0.12141,7.2853,1.0509,0.71443,0.12141,1.2381,0.090824,0.12141,166.21,2.196,10.197,0.12141,0.051205,1.9882,1.0217,0.11291,0.03778,0.3879,0.71443,1.8714,0.50043,1.3934,4.9277,-0.018574,0.051205,15.864,23.008,1.1514,0.11291,2.3938,?,0.71443,0.047621,1.7607,0.015586,0.047621,69.349,67.361,6.9358,6.2229,2.0893,0.018972,0.008002,6.3546,0.098064,0.043463,1.8958,1.8958,44461,0.048412,0.12538,0.95159,0,183.59,5.4186,15.096,24.178,6.2918,0
0.18474,0.37948,0.38944,2.1125,25.287,0.000487,0.18474,1.6352,2.624,0.62052,0.19871,0.52774,0.1658,0.18474,318.37,1.1465,2.6352,0.18474,0.070407,39.09,0.89957,0,0.070407,0.51026,0.61651,1.1465,0,1.495,4.3977,0.10173,0.16082,73.658,4.9554,4.5712,0.008665,2.624,40.259,0.63191,0.003302,0.33336,0.050533,0,86.634,47.544,0.65742,1.3097,59.128,-0.25032,-0.095397,1.9487,0.35007,0.2018,2.382,2.4258,9730.8,0.33889,0.29773,0.66654,0.018353,9.3375,7.677,48.696,7.4956,10.073,0
0.10003,0.10731,0.22476,3.1064,46.205,0.3255,0.11894,8.2313,1.1426,0.88334,0.11894,1.1147,0.14946,0.11894,279.82,1.3044,9.3184,0.11894,0.12699,47.014,1.0895,0.12322,0.1068,0.39212,0.88334,1.1282,1.5032,0.3362,5.2969,0.075551,0.12699,47.511,7.6825,1.1482,0.12322,0.95359,344.5,0.88395,0.13156,0.35769,0.024455,0.13156,114.3,67.286,0.82913,1.9758,53.717,0.10218,0.10909,3.0887,0.1067,0.13017,1.3213,1.3222,44532,0.12477,0.11324,0.87523,0.000693,7.7636,5.4246,41.583,8.7777,1.401,0
-0.054724,0.083295,0.30846,4.8905,25.104,-0.12873,-0.054724,11.006,0.59053,0.91671,-0.054624,-0.69021,0.049045,-0.054724,1049.7,0.34771,12.006,-0.054724,-0.09267,165.97,1.3465,-0.055346,-0.09267,-0.17477,-0.12927,0.34771,-552.79,0.50381,4.3268,0.007543,-0.0925,45.181,8.0787,7.6898,-0.049993,0.59053,?,0.91671,-0.084658,1.0083,0.097967,-0.093722,190.25,24.276,-0.2038,1.5037,153.02,-0.13903,-0.23544,4.6551,0.079286,0.12378,1.4973,1.4973,6546.8,-0.084658,-0.059697,1.0921,0,2.1992,15.036,49.006,7.4481,0.96452,0
0.13496,0.073381,0.49232,7.7091,82.008,0.2352,0.1664,12.145,1.1373,0.89119,0.1664,2.2675,0.15152,0.1664,122.96,2.9685,13.627,0.1664,0.11574,53.975,1.2572,0.16665,0.093876,0.27313,0.89119,2.5401,1.3183,1.1336,5.2938,-0.032485,0.11574,21.189,17.226,2.271,0.16665,1.4406,?,0.89119,0.11592,1.6839,0.011062,0.11592,112.25,58.276,0.63482,4.8119,61.387,0.11521,0.080139,7.7091,0.073381,0.058051,2.052,2.052,96846,0.12074,0.15144,0.87926,0,6.7623,6.2633,18.63,19.592,3.3104,0
-0.29874,0.45926,0.41171,1.9162,-244.62,-0.22281,-0.29874,1.1774,1.2584,0.54074,-0.29358,-0.66484,-0.005728,-0.29874,-23256,-0.015695,2.1774,-0.29874,-0.23741,194.96,0.50506,0,-0.23741,0.020352,-0.52155,-0.015695,0,2.9631,3.627,0.34925,-0.47996,242.5,1.5051,1.4726,0.11494,1.2584,?,0.54074,0.09134,0.046384,0.052511,0,243.71,48.757,-0.44448,0.42046,362.73,-0.29154,-0.23168,1.8749,0.44935,0.66439,3.8917,3.8917,1744.1,0.46253,-0.55248,0.54584,0,1.8722,7.4862,130.34,2.8004,9.0564,0
0.051611,0.69902,0.43271,1.768,9.2016,0,0.063774,0.43057,4.4541,0.30098,0.073232,0.11319,0.015024,0.063774,3812.8,0.095731,1.4306,0.063774,0.014318,25.558,?,0.069095,0.011587,0.063774,0.2067,0.07833,7.3054,111.36,3.4321,0.1224,0.014318,46.827,7.7947,6.2825,0.062464,4.4541,5.1014,0.43511,0.014024,0.2884,0.32255,0.015513,68.314,42.756,0.16548,1.2145,25.922,0.065951,0.014807,1.425,0.56341,0.12829,77.458,111.98,1170.4,0.014024,0.17148,0.98574,0.44563,14.281,8.5368,46.17,7.9056,1146.3,0
0.001766,0.91367,-0.016654,0.98113,-17.266,0,0.004491,0.094483,4.6721,0.086326,0.058001,0.005088,0.010526,0.004491,6781.2,0.053825,1.0945,0.004491,0.000961,14.748,0.95373,0.058001,0.000378,0.022385,0.062101,0.050843,1.0839,-0.12431,3.3939,0.19451,0.003117,69.851,5.2254,5.0482,0.059733,4.6721,21.857,0.11731,0.012785,0.021018,0.29659,0.012414,66.208,51.459,0.009357,0.76726,14.939,0.013313,0.00285,0.94786,0.88269,0.19137,0.64439,0.87569,-41.247,0.012785,0.020462,0.99904,0.35894,24.748,7.093,68.958,5.2931,34.876,0
0.061165,0.52335,0.071627,1.319,52.549,0,0.061165,0.91076,1.2327,0.47665,0.067028,0.2724,0.69529,0.061165,222.87,1.6377,1.9108,0.061165,0.049618,44.204,?,0,0.049618,0.061165,0.46995,1.6377,0,0.10177,3.873,0.41984,0.11022,319.87,1.1411,0.48958,0.006891,1.2327,0.49741,0.77194,0.00559,0.030851,0.021918,0,85.643,41.439,0.4097,0.65413,212.67,-0.79594,-0.64568,0.56591,0.22454,0.87636,0.67722,1.0968,534.62,0.79215,0.12832,0.21941,0.61951,8.2572,8.8081,66.486,5.4899,1.7514,0
0.13263,0.40057,0.19138,1.7172,-32.962,0,0.13263,1.4965,1.4754,0.59943,0.13263,0.49702,0.9083,0.13263,109.1,3.3454,2.4965,0.13263,0.089894,19.468,?,0,0.089895,0.13263,0.58992,3.3454,?,0.35324,4.0041,0.2161,0.20156,129340,0.002822,0.00188,0.01348,1.4754,3.1125,0.72137,0.009137,0.31459,0.011058,0,92.595,73.127,1.6854,1.4223,38141,-1.2074,-0.81841,1.1439,0.26684,354.36,1.1064,1.3315,1932,0.99949,0.22125,0.005782,0.20342,18.749,4.9913,66.017,5.5289,2.7232,0
0.036823,0.30062,0.51267,2.7104,19.337,0.18646,0.042497,2.234,1.0093,0.67159,0.042497,0.14178,0.022672,0.042497,1541.5,0.23679,3.3264,0.042497,0.013536,39.4,1.2661,0.043479,0.011728,0.22941,0.67159,0.21791,0.13977,2.7328,4.4611,0.075016,0.013536,35.171,10.378,0.14463,0.043479,3.1817,534.72,0.67247,0.013848,0.24455,0.13696,0.013848,85.924,46.524,0.10865,1.5797,39.767,0.014793,0.004712,2.7024,0.29974,0.096358,3.5799,3.5847,14821,0.009233,0.05483,0.99077,0.001319,9.2639,7.8454,34.846,10.475,16.736,0
0.10231,0.42494,0.35941,1.9618,-8.5169,0,0.10231,1.3533,2.596,0.57506,0.13359,0.27379,0.051146,0.10231,1168.1,0.31246,2.3533,0.10231,0.039411,56.791,1.5354,0,0.039411,0.061997,0.56235,0.31246,0,1.3466,3.5948,0.16304,0.086353,62.744,5.8173,5.1157,0.004752,2.596,6.4231,0.62631,0.00183,0.021074,0.46495,0,101.96,45.174,0.25329,0.88086,67.821,-0.030465,-0.011735,1.7252,0.37369,0.1719,2.1546,2.3466,1413.8,0.16262,0.17791,0.8597,0.089117,6.427,8.08,52.54,6.9471,9.7265,0
0.15655,0.18413,0.41993,3.3866,32.387,0.44302,0.19451,4.223,1.1343,0.77759,0.19451,1.1055,0.11656,0.19451,289.48,1.2609,5.4309,0.19451,0.097658,48.445,1.1051,0.22526,0.078599,0.55541,0.77759,1.0547,1.2829,1.0391,5.2063,0.091517,0.097658,36.575,9.9795,1.2234,0.22526,2.01,40.551,0.78577,0.1131,0.016116,0.023025,0.1131,108.68,60.234,0.59219,1.8841,54.951,0.18761,0.094193,3.2362,0.17595,0.10021,1.9242,1.9444,67529,0.11839,0.20133,0.88161,0.010514,7.5343,6.0597,32.245,11.32,4.9287,0
0.10565,0.33543,0.35782,2.3307,143.58,0.27767,0.10565,1.9701,1.1651,0.66083,0.10565,0.3929,0.12293,0.10565,1016.1,0.35923,2.9813,0.10565,0.10779,10.204,1.1958,0.14112,0.10779,0.27768,0.66083,0.35923,1.6774,0.95861,5.3986,0.3212,0.10779,116.67,3.1286,0.42071,0.14112,0.98657,9.0098,0.72735,0.14397,0.079576,0.07071,0.14397,225.41,215.21,3.8557,2.2288,11.889,0.12628,0.12883,1.8685,0.26891,0.31964,1.7704,1.9486,89593,0.14169,0.15988,0.85831,0.10066,35.77,1.696,100.14,3.645,2.6259,0
0.14739,0.86689,0.04065,1.0469,-11.346,-0.18644,0.16347,0.15355,3.3478,0.13311,0.182,0.18857,0.051291,0.16347,1842.7,0.19808,1.1536,0.16347,0.048828,13.976,?,0.14172,0.044027,0.16347,0.10442,0.17954,7.6463,0.43962,3.2412,0.23598,0.049219,98.495,3.7058,3.7058,0.13533,3.3478,?,0.13311,0.040422,0.1042,0.19269,0.042331,89.097,75.121,1.1498,0.89902,14.565,0.13347,0.039869,1.0469,0.86689,0.26985,1.4396,1.4396,70.835,0.040422,1.1073,0.95227,0,26.116,4.8588,94.514,3.8619,36.206,0
0.28419,0.44134,0.026763,1.0896,-47.911,0.24534,0.28419,1.2658,1.5702,0.55866,0.28445,0.95137,0.1849,0.28419,554.84,0.65784,2.2658,0.28419,0.18099,36.449,?,0,0.18099,0.28419,0.52954,0.65784,0,0.039677,3.8368,0.28069,0.40455,104.4,3.4962,2.3664,0.001878,1.5702,1.2061,0.69852,0.001196,0.02923,2.3965,0,73.629,37.18,1.8124,0.56468,54.801,-0.006139,-0.003909,0.73749,0.29872,0.28603,0.82824,1.0356,183.81,0.33489,0.50871,0.66533,0.25035,10.014,9.8171,69.438,5.2565,2.328,0
0.020512,0.3799,0.28242,1.7466,-24.087,-0.000944,0.028057,1.6323,1.7429,0.6201,0.03006,0.074173,0.016097,0.028057,4942.3,0.073852,2.6323,0.028057,0.016097,81.969,1.0994,0.012504,0.011769,0.017691,0.11628,0.053994,6.2417,0.83231,3.7661,0.21498,0.016097,79.72,4.5785,4.5587,0.011062,1.7429,?,0.6201,0.006347,0.031952,1.0127,0.007174,135.83,53.858,0.052406,0.71186,82.493,0.012504,0.007174,1.7391,0.37826,0.21841,1.8275,1.8275,1648,0.006347,0.033079,0.98411,0,4.4529,6.777,79.214,4.6078,5.1365,0
0.19786,0.17371,0.22703,5.1535,15.141,0,0.24448,4.7566,1.3541,0.82629,0.25543,4.4726,0.20358,0.24448,230,1.5869,5.7566,0.24448,0.18054,48.64,1.0091,0.25383,0.14612,0.43522,0.81828,1.3186,23.17,0.31607,3.8042,0.097867,0.18806,18.163,20.096,6.3233,0.25565,1.3541,0.85041,0.94534,0.1888,0.78462,0.020315,0.18746,64.371,15.73,1.0965,1.8522,59.961,0.22264,0.16442,1.6216,0.05466,0.049761,1.1503,1.3161,1446.5,0.1888,0.23945,0.81976,0.14408,7.5041,23.204,14.734,24.773,1.8851,0
